_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
7447724,2022-01-10,5,The Scott Mission Inc.,8,Scott Mission Men's Ministry,1014,Scott Mission,502 Spadina Ave,M5S 2H1,Toronto,ON,11891,Scott Mission - Men's Ministry Overnight Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,40.0,40.0,40.0,0.0,0.0,,,,,,100.0,
7447725,2022-01-10,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,12274,Toronto Community Hostel (Families),Families,Emergency,Shelter,Base Shelter and Overnight Services System,10,Room Based Capacity,,,,,,3.0,3.0,3.0,0.0,0.0,,100.0
7447726,2022-01-10,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,13932,Toronto Community Hostel (Singles),Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,6.0,6.0,6.0,0.0,0.0,,,,,,100.0,
7447727,2022-01-10,20,Turning Point Youth Services,33,Turning Point Youth Services,1041,Turning Point Youth Services ,95 Wellesley St E,M4Y 2X9,Toronto,ON,12151,Turning Point Youth Services Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,16,Bed Based Capacity,16.0,16.0,16.0,0.0,0.0,,,,,,100.0,
7447728,2022-01-10,36,Warden Woods Community Centre,71,Scarborough Cold Weather Drop-IN,1115,Warden Woods 705 Progress Ave Respite ,705 Progress Ave,M1H 2X1,Toronto,ON,15091,Warden Woods 705 Progress Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,25,Bed Based Capacity,28.0,37.0,25.0,3.0,9.0,,,,,,89.29,
7447729,2022-01-10,16,Women's Hostels Inc.,27,Nellie's,1035,Nellie's Women's Shelter,,,,,12051,Nellie's Women's Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,1,Bed Based Capacity,1.0,5.0,1.0,0.0,4.0,,,,,,100.0,
7447730,2022-01-10,4,WoodGreen Red Door Family Shelter,7,Red Door Family Shelter,1001,Red Door Family Shelter,189B Booth Ave,M4M 2M5,Toronto,ON,11791,Red Door - Family Shelter,Families,Emergency,Shelter,Base Shelter and Overnight Services System,78,Room Based Capacity,,,,,,25.0,27.0,24.0,1.0,2.0,,96.0
7447731,2022-01-10,3,YMCA of Greater Toronto,5,YMCA House,1096,Vanauley Street YMCA Emergency Shelter,7 Vanauley St,M5T 2V9,Toronto,ON,13291,YMCA House-Vanauley,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,16,Bed Based Capacity,19.0,19.0,16.0,3.0,0.0,,,,,,84.21,
7447732,2022-01-10,3,YMCA of Greater Toronto,5,YMCA House,1198,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15591,YMCA Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,28,Room Based Capacity,,,,,,28.0,28.0,28.0,0.0,0.0,,100.0
7447733,2022-01-10,3,YMCA of Greater Toronto,64,YMCA Sprott House,1101,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,Toronto,ON,13451,YMCA Sprott House,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,25.0,25.0,22.0,3.0,0.0,,,,,,88.0,
7447734,2022-01-10,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12277,YWCA - Adult Women Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,25.0,24.0,1.0,0.0,,,,,,96.0,
7447735,2022-01-10,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12278,YWCA - Youth Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,20,Bed Based Capacity,24.0,24.0,20.0,4.0,0.0,,,,,,83.33,
7447736,2022-01-10,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14651,YWCA Davenport - Adult,Women,Emergency,Shelter,Base Shelter and Overnight Services System,17,Bed Based Capacity,19.0,19.0,17.0,2.0,0.0,,,,,,89.47,
7447737,2022-01-10,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14671,YWCA Davenport - Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,5,Bed Based Capacity,20.0,20.0,5.0,15.0,0.0,,,,,,25.0,
7447738,2022-01-10,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12292,Youth without Shelter Emergency Shelter Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,23.0,23.0,22.0,1.0,0.0,,,,,,95.65,
7447739,2022-01-10,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12291,Youth without Shelter Stay In School Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,14.0,14.0,13.0,1.0,0.0,,,,,,92.86,
7447740,2022-01-10,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14891,YouthLink Emergency Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,9,Bed Based Capacity,10.0,10.0,9.0,1.0,0.0,,,,,,90.0,
7447741,2022-01-10,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14911,YouthLink Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,29,Bed Based Capacity,29.0,31.0,29.0,0.0,2.0,,,,,,100.0,
7447742,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,COSTI/City North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York ,ON,16192,COSTI North York West Hotel Program - Men,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,51,Room Based Capacity,,,,,,50.0,55.0,50.0,0.0,5.0,,100.0
7447743,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,COSTI/City North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York ,ON,16191,COSTI North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,20,Room Based Capacity,,,,,,10.0,15.0,10.0,0.0,5.0,,100.0
7447744,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,COSTI/City North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York ,ON,16193,COSTI North York West Hotel Program - Women,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,14,Room Based Capacity,,,,,,14.0,29.0,14.0,0.0,15.0,,100.0
7447745,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1051,COSTI Reception Centre,100 Lippincott St,M5S 2P1,Toronto,ON,12251,COSTI Reception Centre CITY Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,8.0,8.0,8.0,0.0,0.0,,,,,,100.0,
7447746,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,15372,COSTI Uptown Hotel COVID-19 - Family Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,268,Room Based Capacity,,,,,,96.0,113.0,96.0,0.0,17.0,,100.0
7447747,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,13751,COSTI Uptown Hotel Family Program,Families,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,334,Room Based Capacity,,,,,,106.0,107.0,106.0,0.0,1.0,,100.0
7447748,2022-01-11,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,16535,COSTI Uptown Hotel Program - Refugee Singles,Mixed Adult,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,13,Room Based Capacity,,,,,,13.0,13.0,13.0,0.0,0.0,,100.0
7447749,2022-01-11,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1160,CONC Etobicoke Hotel Program,445 Rexdale Blvd,M9W 6P8,Etobicoke,ON,16111,CONC Etobicoke Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,147,Room Based Capacity,,,,,,143.0,155.0,143.0,0.0,12.0,,100.0
7447750,2022-01-11,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1172,CONC West End Hotel Program,14 Roncesvalles Ave,M6R 2K3,Toronto,ON,15711,CONC Men's Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,39,Room Based Capacity,,,,,,39.0,40.0,39.0,0.0,1.0,,100.0
7447751,2022-01-11,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1029,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,M6H 3Z5,Toronto,ON,12011,Christie Ossington Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,31,Bed Based Capacity,31.0,33.0,31.0,0.0,2.0,,,,,,100.0,
7447752,2022-01-11,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1102,CONC Men's Shelter Bloor St W,850 Bloor St W,M6G 1M2,Toronto,ON,13611,Christie Ossington Men's Hostel South,Men,Emergency,Shelter,Base Shelter and Overnight Services System,14,Bed Based Capacity,14.0,15.0,14.0,0.0,1.0,,,,,,100.0,
7447753,2022-01-11,23,"Christie Refugee Welcome Centre, Inc.",39,Christie Refugee Welcome Centre,1052,Christie Refugee Welcome Centre,43 Christie St,M6G 3B1,Toronto,ON,12233,Christie Refugee Welcome Centre - Settlement and Support,Families,Emergency,Shelter,Base Shelter and Overnight Services System,57,Room Based Capacity,,,,,,21.0,30.0,21.0,0.0,9.0,,100.0
7447754,2022-01-11,1,City of Toronto,53,Birkdale Residence,1070,SSHA Birkdale Residence,1229 Ellesmere Rd,M1P 4V8,Toronto,ON,12351,Birkdale Residence - Bedded Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,212,Room Based Capacity,,,,,,62.0,65.0,62.0,0.0,3.0,,100.0
7447755,2022-01-11,1,City of Toronto,53,Birkdale Residence,1103,COSTI/City North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York ,ON,16311,SSHA North York West Hotel Program - Couples,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,26,Room Based Capacity,,,,,,13.0,14.0,13.0,0.0,1.0,,100.0
7447756,2022-01-11,1,City of Toronto,53,Birkdale Residence,1103,COSTI/City North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York ,ON,16271,SSHA North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,76,Room Based Capacity,,,,,,76.0,77.0,76.0,0.0,1.0,,100.0
7447757,2022-01-11,1,City of Toronto,60,Downsview Dells,1009,SSHA Downsview Dells,1651 Sheppard Ave W,M3M 2X4,Toronto,ON,11815,Downsview Dells Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,11,Bed Based Capacity,12.0,12.0,11.0,1.0,0.0,,,,,,91.67,
7447758,2022-01-11,1,City of Toronto,83,Expansion  Sites,1181,SSHA Roehampton Hotel Program,808 Mt Pleasant Rd,M4P 2L2,Toronto,ON,15991,Roehampton Residence,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,126,Room Based Capacity,,,,,,69.0,86.0,69.0,0.0,17.0,,100.0
7447759,2022-01-11,1,City of Toronto,83,Expansion  Sites,1194,Scarborough Women's Shelter - Milner,20 Milner Business Ct,M1B 3M6,Scarborough,ON,16471,Scarborough Women's Shelter - Milner,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,99,Room Based Capacity,,,,,,99.0,100.0,99.0,0.0,1.0,,100.0
7447760,2022-01-11,1,City of Toronto,2,Family Residence,1065,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,12311,Family Residence - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,155,Room Based Capacity,,,,,,43.0,43.0,43.0,0.0,0.0,,100.0
7447761,2022-01-11,1,City of Toronto,2,Family Residence,1065,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,16232,Family Residence - Main Site - Winter Program,Families,Emergency,Shelter,COVID-19 Response,2,Bed Based Capacity,2.0,20.0,2.0,0.0,18.0,,,,,,100.0,
7447762,2022-01-11,1,City of Toronto,2,Family Residence,1066,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,12392,SSHA Scarborough Hotel 3 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,114,Room Based Capacity,,,,,,40.0,63.0,40.0,0.0,23.0,,100.0
7447763,2022-01-11,1,City of Toronto,2,Family Residence,1066,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,16231,SSHA Scarborough Hotel 3 - Mixed Adult Winter Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,5,Room Based Capacity,,,,,,5.0,10.0,5.0,0.0,5.0,,100.0
7447764,2022-01-11,1,City of Toronto,2,Family Residence,1067,SSHA Scarborough Hotel Program 4,4540 Kingston Rd,M1E 2N8,Toronto,ON,12391,SSHA Scarborough Hotel 4 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,46,Room Based Capacity,,,,,,20.0,20.0,20.0,0.0,0.0,,100.0
7447765,2022-01-11,1,City of Toronto,62,Fort York Residence,1011,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,13031,Fort York Extreme Weather Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,5,Bed Based Capacity,5.0,15.0,5.0,0.0,10.0,,,,,,100.0,
7447766,2022-01-11,1,City of Toronto,62,Fort York Residence,1011,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,11831,Fort York Residence Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,36.0,37.0,36.0,0.0,1.0,,,,,,100.0,
7447767,2022-01-11,1,City of Toronto,62,Fort York Residence,1123,SSHA North Hotel Program,3600 Steeles Ave W,L4L 8P5,Vaughan,ON,14051,Fort York Residence North Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,64,Room Based Capacity,,,,,,67.0,51.0,60.0,7.0,0.0,,89.55
7447768,2022-01-11,1,City of Toronto,62,Fort York Residence,1011,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,12711,Fort York SRO Units Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,24.0,24.0,24.0,0.0,0.0,,,,,,100.0,
7447769,2022-01-11,1,City of Toronto,54,Robertson House,1069,Robertson House,291 Sherbourne St,M5A 2R9,Toronto,ON,12331,Robertson House - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,90,Room Based Capacity,,,,,,35.0,37.0,35.0,0.0,2.0,,100.0
7447770,2022-01-11,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163,SSHA Etobicoke Hotel Program,,,,,16551,SSHA Etobicoke Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,65,Room Based Capacity,,,,,,71.0,82.0,58.0,13.0,11.0,,81.69
7447771,2022-01-11,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163,SSHA Etobicoke Hotel Program,,,,,15391,SSHA Recovery Program,Mixed Adult,Emergency,Isolation/Recovery Site,COVID-19 Response,50,Room Based Capacity,,,,,,68.0,30.0,44.0,24.0,0.0,,64.71
7447772,2022-01-11,1,City of Toronto,59,Scarborough Village Residence,1155,SSHA Scarborough Hotel Program 1,4584 Kingston Rd,M1E 2P4,Scarborough,ON,15673,SSHA Scarborough Hotel 1 - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,43,Room Based Capacity,,,,,,22.0,23.0,22.0,0.0,1.0,,100.0
7447773,2022-01-11,1,City of Toronto,59,Scarborough Village Residence,1151,SSHA Scarborough Village Residence,3306 Kingston Rd,M1M 1P8,Toronto,ON,14811,Scarborough Village Residence Main Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,82,Bed Based Capacity,88.0,88.0,82.0,6.0,0.0,,,,,,93.18,
7447774,2022-01-11,1,City of Toronto,3,Seaton House,1154,SSHA Junction Place,731 Runnymede Rd,M6N 3V7,Toronto,ON,15171,Junction Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,45,Bed Based Capacity,45.0,50.0,45.0,0.0,5.0,,,,,,100.0,
7447775,2022-01-11,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11812,Seaton House - Annex Harm Reduction & Managed Alcohol Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,45,Bed Based Capacity,51.0,51.0,45.0,6.0,0.0,,,,,,88.24,
7447776,2022-01-11,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15051,Seaton House - Fourth Floor Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,68,Bed Based Capacity,72.0,81.0,68.0,4.0,9.0,,,,,,94.44,
7447777,2022-01-11,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11811,Seaton House - Hostel Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,48,Bed Based Capacity,48.0,72.0,48.0,0.0,24.0,,,,,,100.0,
7447778,2022-01-11,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15191,Seaton House - Infirmary Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,17,Bed Based Capacity,22.0,22.0,17.0,5.0,0.0,,,,,,77.27,
7447779,2022-01-11,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,14371,Seaton House - O'Neill Harm Reduction Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,14.0,15.0,13.0,1.0,1.0,,,,,,92.86,
7447780,2022-01-11,1,City of Toronto,3,Seaton House,1190,SSHA Downtown Response Program,76 Church St,M5C 2G1,Toronto,ON,15751,Seaton House Hostel Response Program,Men,Emergency,Shelter,COVID-19 Response,43,Bed Based Capacity,44.0,55.0,43.0,1.0,11.0,,,,,,97.73,
7447781,2022-01-11,1,City of Toronto,6,Streets To Homes,1004,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,16171,Streets to Homes - 129 Peter Street - Warming Centre,Mixed Adult,Emergency,Warming Centre,Winter Programs,14,Bed Based Capacity,15.0,15.0,14.0,1.0,0.0,,,,,,93.33,
7447782,2022-01-11,1,City of Toronto,6,Streets To Homes,1004,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,12952,Streets to Homes Bedded Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,13.0,27.0,13.0,0.0,14.0,,,,,,100.0,
7447783,2022-01-11,1,City of Toronto,4,Women's Residence,1124,SSHA Downtown Hotel Program,77 Ryerson Ave,M5T 2V4,Toronto,ON,14631,SSHA Downtown Hotel Women's Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,69,Room Based Capacity,,,,,,64.0,71.0,63.0,1.0,7.0,,98.44
7447784,2022-01-11,1,City of Toronto,4,Women's Residence,1005,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,12471,Women's Residence Extreme Weather Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,9,Bed Based Capacity,9.0,9.0,9.0,0.0,0.0,,,,,,100.0,
7447785,2022-01-11,1,City of Toronto,4,Women's Residence,1005,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,11798,Womens' Residence - Main Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,72,Bed Based Capacity,72.0,74.0,72.0,0.0,2.0,,,,,,100.0,
7447786,2022-01-11,13,Cornerstone Place,21,Cornerstone Place,1028,Cornerstone Place,616 Vaughan Rd,M6C 2R5,Toronto,ON,11971,Cornerstone Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,21,Bed Based Capacity,21.0,21.0,21.0,0.0,0.0,,,,,,100.0,
7447787,2022-01-11,12,Covenant House Toronto,20,Covenant House,1026,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,13371,Covenant House -  Transitional Safe Beds for women,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,1,Bed Based Capacity,2.0,2.0,1.0,1.0,0.0,,,,,,50.0,
7447788,2022-01-11,12,Covenant House Toronto,20,Covenant House,1198,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15551,Covenant House - Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,41,Room Based Capacity,,,,,,41.0,42.0,41.0,0.0,1.0,,100.0
7447789,2022-01-11,12,Covenant House Toronto,20,Covenant House,1026,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,11951,Covenant House Residence,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,33,Bed Based Capacity,33.0,53.0,33.0,0.0,20.0,,,,,,100.0,
7447790,2022-01-11,12,Covenant House Toronto,20,Covenant House,1027,Covenant House McGill St,21 McGill St,M5B 1H3,Toronto,ON,11955,Covenant House Rights of Passage,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,26,Bed Based Capacity,28.0,28.0,26.0,2.0,0.0,,,,,,92.86,
7447791,2022-01-11,6,Dixon Hall,80,351 Lakeshore Respite Services,1149,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,M5A 1C1,Toronto,ON,14791,Dixon Hall 351 Lake Shore Blvd E. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,37,Bed Based Capacity,37.0,44.0,37.0,0.0,7.0,,,,,,100.0,
7447792,2022-01-11,6,Dixon Hall,9,Dixon Hall - Heyworth House,1128,Dixon Hall 354 George St,354 George St,M5A 2N3,Scarborough,ON,15331,Dixon Hall - 354 George,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,42,Bed Based Capacity,42.0,50.0,42.0,0.0,8.0,,,,,,100.0,
7447793,2022-01-11,6,Dixon Hall,9,Dixon Hall - Heyworth House,1176,Dixon Hall Bond Place Hotel Program,65 Dundas St E,M5B 2G8,Toronto,ON,16091,Dixon Hall - Bond Place Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,243,Room Based Capacity,,,,,,232.0,245.0,226.0,6.0,13.0,,97.41
7447794,2022-01-11,6,Dixon Hall,9,Dixon Hall - Heyworth House,1015,Dixon Hall Heyworth House,2714 Danforth Ave,M4C 1L7,Toronto,ON,11892,Dixon Hall - Heyworth House,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,41,Bed Based Capacity,41.0,41.0,41.0,0.0,0.0,,,,,,100.0,
7447795,2022-01-11,6,Dixon Hall,9,Dixon Hall - Heyworth House,1167,HFS Downtown Hotel Program,60 York St,M5J 1S8,Toronto,ON,15511,Dixon Hall Downtown Hotel - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,87,Room Based Capacity,,,,,,90.0,92.0,87.0,3.0,2.0,,96.67
7447796,2022-01-11,6,Dixon Hall,9,Dixon Hall - Heyworth House,1177,Dixon Hall Downtown Hotel,56 Yonge St,M5E 1G5,Toronto,ON,15891,Dixon Hall Downtown Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,53,Room Based Capacity,,,,,,51.0,52.0,51.0,0.0,1.0,,100.0
7447797,2022-01-11,6,Dixon Hall,14,Dixon Hall - Schoolhouse,1020,Dixon Hall Schoolhouse,349 George St,M5A 2N2,Toronto,ON,11897,Dixon Hall - Schoolhouse,Men,Emergency,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,22.0,22.0,22.0,0.0,0.0,,,,,,100.0,
7447798,2022-01-11,11,Eva's Initiatives,19,Eva's Phoenix,1025,Eva's Phoenix,60 Brant St,M5V 3G9,Toronto,ON,11932,Eva's Phoenix,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,50.0,50.0,40.0,10.0,0.0,,,,,,80.0,
7447799,2022-01-11,11,Eva's Initiatives,18,Eva's Place,1024,Eva's Place,360 Lesmill Rd,M3B 2T5,Toronto,ON,11931,Eva's Place,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,16.0,16.0,15.0,1.0,0.0,,,,,,93.75,
7447800,2022-01-11,11,Eva's Initiatives,18,Eva's Place,1198,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,16611,Eva's Satellite Downtown Hotel Program.,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,39,Room Based Capacity,,,,,,39.0,41.0,39.0,0.0,2.0,,100.0
7447801,2022-01-11,25,Fife House Foundation,41,Fife House Transitional Program,1053,Fife House Denison Ave,70 Denison Ave,M5T 2M8,Toronto,ON,12252,Fife House Denison Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5.0,5.0,4.0,1.0,0.0,,,,,,80.0,
7447802,2022-01-11,25,Fife House Foundation,41,Fife House Transitional Program,1054,Fife House Sherbourne St,490 Sherbourne St,M4X 1K9,Toronto,ON,12253,Fife-Sherbourne Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,9,Bed Based Capacity,11.0,11.0,9.0,2.0,0.0,,,,,,81.82,
7447803,2022-01-11,26,Fred Victor Centre,58,FV Women's Transition to Housing,1099,Fred Victor Centre Transition to Housing Dundas St E,386 Dundas St E,M5A 2A5,Toronto,ON,13331,Fred Victor T2H Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,37.0,37.0,34.0,3.0,0.0,,,,,,91.89,
